,title,tag,location,description,img,image_count,pid,url
630,애플워치se 나이키 44mm,"애플,애플워치se",,"실버 색상이고 사진은 스트랩 누렇게 나오는데 실제로 보면 깨끗해요 그리고 여유분 스트랩 하나있는데 그거까지 드릴게요 충전 거치대도 드려요
그리고 풀박스입니다 ",https://media.bunjang.co.kr/product/170564643_{cnt}_1637470255_w{res}.jpg,2,170564643,https://m.bunjang.co.kr/products/170564643
631,갤럭시워치 액티브2 골드 8GB LG U+ A급 팝니다 0914507,"워치액티브2,갤럭시워치액티브2",부산광역시 부산진구 부전제1동,"갤럭시워치 액티브2 골드 8GB LG U+ A급 팝니다 0914507

-제품명- SM-R835

*제품정보* 

-기기 성능 테스트 및 외관검사 완료-

-공기계 유무상태-
: 확정기변=정상해지(공기계 제품)

-선택약정 가능상태-
: 통신사 신규가입가능

-최초 개통일-
: 모름

-무상보증기간-
: 만료됨으로 추정 

-제품 상태-
:  A급 단품 

-잔상유무-
: 무잔상

-구성품-
: 기기 본체, 충전데크

-특이사항 및 추가 설명-
: 액정 미세흠집, 테두리 초미세흠집 이외 아주 깨끗한 제품(사진참조) / 최신상품이 아니므로 통신사 신규 가입 보다는 블루투스 전용으로 사용권함 / 정상해지 제품 / 3사(SK,KT,LG 알뜰폰)관계없이 모바일워치 요금제 신규가입후 사용 가능하고 블루투스 전용으로도 사용가능함 

-코로나 예방 조치-
: 제품 알콜 소독 완료됨 

-사진촬영 기준-
: 기기에 흠이 있으면 최대한 실물보다 도드라져 보이게 촬영하였으며 감추거나 여과없이 흠집 및 하자 부분을 중점적으로 촬영 하였으며 막상 구매하여 받아보시면 실물은 사진보다 휠씬 좋은 상태일 경우가 많으니 참고 바랍니다.

*평일 기준 오후 7시 이전 결제완료시 롯데택배로 당일 출고 가능 (주말,공휴일 제외)* 

*맞교환 및 네고 사절 (특히 터무니 없는 네고 문의시 답변 안합니다!)* 

-거래방식- 

-부산서면 매장직거래 / 전국택배거래 / 당일퀵가능(본인부담) / 안전거래 

-택배 배송일 기준 1주 이내 기기가 이상 있을시 교환 가능하나 단순변심 및 그 이후 문의시 중고 특성상 교환,반품,환불 불가 
",https://media.bunjang.co.kr/product/163909933_{cnt}_1635828137_w{res}.jpg,10,163909933,https://m.bunjang.co.kr/products/163909933
632,갤럭시 워치3 (R845N) 실버 LG U+ 팝니다 0810806,"갤럭시워치3,워치3",부산광역시 부산진구 부전제1동,"갤럭시 워치3 (R845N) 실버 LG U+ 팝니다 0810806

-제품명- SM-R845N

*제품정보* 

-기기 성능 테스트 및 외관검사 완료-

-공기계 유무상태-
: 유심기변=최초 통신사 약정이 남아 있어 블루투스 전용으로만 사용가능한 제품

-선택약정 가능상태-
: 통신사 신규가입은 불가능

-최초 개통일-
: 모름

-무상보증기간-
: 정확히는 알수 없으나 보증기간이 남아 있는걸로 추정됨

-제품 상태-
: 사용감 있는 A급 단품 

-잔상유무-
: 무잔상

-구성품-
: 기기 본체, 충전 케이블 데크, 스틸줄 추가 포함

-특이사항 및 추가 설명-
: 액정에 미세먼지같은 흠집 1개, 테두리 흠집, 베젤흠집 이외 전반적 A급 깨끗한 제품(사진참조) / 시계줄은 가죽줄 기본에 추가줄은 메탈소재이고 여유가 있어서 개인에 따라 조정해서 사용가능 / 블루투스 전용으로만 사용가능 / 3사(SK,KT,LG 알뜰폰)관계없이 모바일워치 요금제 신규가입이 불가능하고 블루투스 전용으로만 사용가능함 

-코로나 예방 조치-
: 제품 알콜 소독 완료됨 

-사진촬영 기준-
: 기기에 흠이 있으면 최대한 실물보다 도드라져 보이게 촬영하였으며 감추거나 여과없이 흠집 및 하자 부분을 중점적으로 촬영 하였으며 막상 구매하여 받아보시면 실물은 사진보다 휠씬 좋은 상태일 경우가 많으니 참고 바랍니다.

*평일 기준 오후 7시 이전 결제완료시 롯데택배로 당일 출고 가능 (주말,공휴일 제외)* 

*맞교환 및 네고 사절 (특히 터무니 없는 네고 문의시 답변 안합니다!)* 

-거래방식- 

-부산서면 매장직거래 / 전국택배거래 / 당일퀵가능(본인부담) / 안전거래 

-택배 배송일 기준 1주 이내 기기가 이상 있을시 교환 가능하나 단순변심 및 그 이후 문의시 중고 특성상 교환,반품,환불 불가 
",https://media.bunjang.co.kr/product/161070423_{cnt}_1635828119_w{res}.jpg,9,161070423,https://m.bunjang.co.kr/products/161070423
633,갤럭시워치4 44mm 미개봉 판매,"갤럭시워치,워치4,갤럭시워치444mm,애플워치,애플워치44mm",경기도 의정부시 의정부1동,"안녕하세요 폰프렌즈입니다~^^
100%프로 실제 제품만 판매합니다 

🔍제품정보🔎 

제품: 갤럭시워치4 44m

📱제품 설명📱
갤럭시워치4 44m 미개봉 새제품 판매합니다

✋직거래:매장방문✋ 

✋경기도 의정부시 경의로92 행신빌딩301호✋ 

📱사용 하시던 폰 매입 가능📱
(파손폰 환영.최고가격 매입) 

0️⃣1️⃣0️⃣➖9️⃣9️⃣8️⃣3️⃣➖0️⃣4️⃣9️⃣1️⃣ 

까툭 SON930804 

🗯배송정보 당일배송🗯
택배비=4천원
우체국택배로 배송하고있습니다

😁포장시에 신문지,뽁뽁이 등을 넣어 절대 파손이 이뤄지지 않도록 합니다 😁

홈페이지=http://phone7979.com/ 

💯필독사항💯
배송전 소독을 거쳐 배송을합니다!코로나 바이러스로 인한  걱정을 안하셔도됩니다.
제품이상시100% 환불해드립니다 

저희 상점에서  구매하는 제품은 모두 정품입니다 정품 아닐시 100% 환불해 드립니다",https://media.bunjang.co.kr/product/168655780_{cnt}_1635758306_w{res}.jpg,2,168655780,https://m.bunjang.co.kr/products/168655780
634,단순개봉 미사용(S급 풀박스) / 애플워치 SE 스페이스 그레이 40MM,"애플,애플워치,애플워치se40,스페이스그레이,40mm",서울특별시 강북구 번제1동,"단순개봉 후 미사용 제품입니다.

택포 33에 판매합니다.

네고 및 교환은 안받습니다.

많은문의 부탁드려요 감사합니다 ^^



□거래방법□


□택배거래 - 평일기준 오후 4시 전 결제시 당일발송 ! 평균적으로 익일수령 가능합니다. (택배비 +4,000원)
 ※번개페이 가능합니다.

□퀵 거래 - 수도권지역 오토바이 및 지하철 퀵으로 최소 1시간 최대 5시간내에 수령 가능합니다. (퀵비 +@원)
 ※퀵 요금은 거리에 따라서 상이합니다.

□직거래 - 서울 수유역 도보 1분 (지하철 역사와 건물이 이어져 있습니다.)

  -서울시 강북구 도봉로 328 가든타워 1205호 (4호선 수유역 3-4번 출구 사이에서 엘레베이터 타고 올라오시면 편리합니다^^)

  -세종특별자치시 한누리대로 2264 1층 중고폰거래소 (별도의 주차요금없이 주차 가능합니다 ^^)",https://media.bunjang.co.kr/product/170661952_{cnt}_1637574848_w{res}.jpg,2,170661952,https://m.bunjang.co.kr/products/170661952
635,(새제품) 행사중2+1 애플워치 밀레니즈루프 최저가 스트랩 밴드,"애플워치스트랩,밀레니즈루프,밀레니즈루프스트랩,애플워치밀레니즈,애플워치밴드",서울특별시 송파구 위례동,"💕애플워치 밀레니즈루프 스트랩💕


⌚️사이즈
38/40 mm 
42/44 mm

⌚️색상
총 16가지
(42/44mm은 실버,블랙,스페이스그레이,미드나잇블루만 있습니당😁)

⌚️결제방법
계좌이체 또는 번개페이

⌚️배송방법
-직거래 : 수원망포역 근처
-우체국: 우표(520원), 준등기(1800원), 
              빠른등기(3570원)
     👉우표배송의 경우 분실위험이 있습니다.
            (우표는 배송추적 불가, 번개페이불가)
          분실의 경우 판매자측에서 환불처리가 
          어렵습니다. 이점 확인하시어 주문바랍니다.

-택배: 반값택배(1600원, gs편의점으로배송)
          cj택배(2900원)

👀주문은 채팅주시면되어요-!
👀궁금하신부분도 채팅주세요-!
👀확인하는대로 바로답변드립니다-!
  👌새벽에도 안자고 있으면 답변 바로 드려용",https://media.bunjang.co.kr/product/165459854_{cnt}_1636799396_w{res}.jpg,4,165459854,https://m.bunjang.co.kr/products/165459854
636,정품 에르메스 애플워치 스트랩,"애플워치,애플워치스트랩,아이폰,갤럭시워치,애플",,"애플워치 에르메스 3세대때 한국제외로 발매했구요

컨디션 사진과 동일 새거처럼 깨끗합니다

38mm구요 40mm,41mm 호환되요

애플워치랑 한세트 에디션이라 따로 케이스 없어요

저렴히 파니까 문의주세요

우체국 택배로 발송해드려요",https://media.bunjang.co.kr/product/165123455_{cnt}_1636425203_w{res}.jpg,3,165123455,https://m.bunjang.co.kr/products/165123455
637,갤럭시워치4 40mm 블랙 와이파이 모델,"갤럭시워치4,갤럭시워치,삼성스마트워치,시계",충청남도 천안시 동남구 신방동,"갤럭시워치 한번 차보기만 한 제품으로 사실상 새 제품이나 다름 없습니다.
천안 지역은 직거래가 가능합니다.
번개톡 주세여",https://media.bunjang.co.kr/product/170659345_{cnt}_1637572386_w{res}.jpg,6,170659345,https://m.bunjang.co.kr/products/170659345
638,애플워치 가죽 스트랩 더블투어 42/44,"가죽스트랩,더블스트랩,반전스트랩,애플워치스트랩,애플워치",광주광역시 북구 일곡동,"애플워치 가죽 더블스트랩 42/44입니다

구매할때 한번에 구매하고 착용을 안 하고 있었는데,
생각보다 더블투어는 안 쓸거같아서 팔아요..

시착 한번씩 했습니다
새상품이랑 다름 없어요

개당 가격이구요

택배 + 3000원입니다",https://media.bunjang.co.kr/product/168131633_{cnt}_1637207074_w{res}.jpg,7,168131633,https://m.bunjang.co.kr/products/168131633
639,애플워치 1세대 급매합니다,"애플워치,애플워치1세대,알루미늄",,"애플워치 알루미늄 로즈골드 색상 급매합니다
풀박스에 충전기 포함입니다(사진참고)",https://media.bunjang.co.kr/product/170661678_{cnt}_1637554690_w{res}.jpg,8,170661678,https://m.bunjang.co.kr/products/170661678
640,갤럭시 워치4 스트랩,"갤럭시워치4,스트랩,언양",울산광역시 울주군 상북면,"기본 스트랩 정리합니다
블랙 S/M, 실버 M/L 하나씩 있습니다
상태 좋고 한개당 20000원이고 
택배는 3000원 추가됩니다",https://media.bunjang.co.kr/product/168190020_{cnt}_1635320034_w{res}.jpg,3,168190020,https://m.bunjang.co.kr/products/168190020
641,갤럭시 워치 액티브2,"갤럭시,워치,액티브2,갤럭시워치액티브2",서울특별시 용산구 후암동,"풀박스 입니다
상태도 거의 새 거 입니다
찔러보기도 좋으니 편하게 연락주시면 감사드리겠습니다",https://media.bunjang.co.kr/product/170119706_{cnt}_1637342793_w{res}.jpg,2,170119706,https://m.bunjang.co.kr/products/170119706
642,갤릭시워치,"워치,블루투스",경기도 고양시 덕양구 화전동,"잘쓰지않아내놔요 
상태너무좋습니다",https://media.bunjang.co.kr/product/170622487_{cnt}_1637544380_w{res}.jpg,3,170622487,https://m.bunjang.co.kr/products/170622487
643,(오늘만급처)애플워치에르메스6느와르팝니다,애플워치,부산광역시 중구 중앙동,"3개월사용정도했구여
가죽줄사용감 이외는 기스나찍힘없습니다
애플케어플러스가입되있습니다
쿨거시에눌가능합니다
",https://media.bunjang.co.kr/product/169138806_{cnt}_1637485224_w{res}.jpg,6,169138806,https://m.bunjang.co.kr/products/169138806
644,갤럭시워치 액티브2 44m 스테인리스 실버,"갤럭시워치,액티브2,워치스댕,워치44,갤럭시워치44",경상남도 창원시 성산구 중앙동,"갤럭시 워치 액티브2 44mm 스테인리스 실버
풀박스이고 상태 깨끗합니다
힐링쉴드 액정보호필름 부착되어있어요
시계줄이 망가져서 기계만 있고 찍힘없고 상태s급입니다

스댕 44mm 블루투스",https://media.bunjang.co.kr/product/169551458_{cnt}_1637477681_w{res}.jpg,1,169551458,https://m.bunjang.co.kr/products/169551458
645,애플워치se 41mm 소가죽 스트랩,"애플워치se,애플워치,애플se40,애플,애플워치스트랩",서울특별시 광진구 화양동,"워치에 한번 시착해보고 저랑은 어울리지 않는거같아서 팔아요
제발 생각있으신분들만 연락주세요
네고 안받습니다
쿨거시에만 1000원할인해두려요
",https://media.bunjang.co.kr/product/170661386_{cnt}_1637554275_w{res}.jpg,1,170661386,https://m.bunjang.co.kr/products/170661386
646,애플워치 38/40mm 정품 화이트 스트랩,"애플워치,애플워치스트랩,애플워치정품스트랩",전라북도 군산시 수송동,"애플워치 38mm(40mm호환) 정품 화이트 스트랩입니다.

번장으로 구매한 새상품인데 다른 스트랩 생겨서 팔려고 올립니다

35000원에 구매했었는데 30000원에 팔겠습니다",https://media.bunjang.co.kr/product/169254304_{cnt}_1637554160_w{res}.jpg,2,169254304,https://m.bunjang.co.kr/products/169254304
647,애플워치6  나이키 44mm gps,"애플워치,애플워치6,애플워치나이키,애플워치44",대전광역시 중구 은행선화동,"구매한후 거의착용안함  박스없음
액정에  금가서 저렴하게 판매함
사용하는데 불편없습니다
택배 직거래가능합니다
",https://media.bunjang.co.kr/product/167154536_{cnt}_1637554956_w{res}.jpg,12,167154536,https://m.bunjang.co.kr/products/167154536
648,애플워치5 44m GPS 알루미늄 실버,"애플워치,애플워치544mm실버",전라북도 익산시 신동,"애플워치 5 44m 실버 GPS 알루미늄 판매합니다 
19년 11월에 구매하였고 기본으로 있는 
화이트 스트랩 충전기 드리며
애플워치 박스에 함께 동봉해 드립니다 
택포 가격이며 

문의주세요~~",https://media.bunjang.co.kr/product/168875630_{cnt}_1637554154_w{res}.jpg,1,168875630,https://m.bunjang.co.kr/products/168875630
649,갤럭시워치4 44mm 그린 블루투스 급처,"삼성,갤럭시,워치,시계,애플",대구광역시 북구 태전1동,"갤럭시워치4 44mm 그린색상 블루투스 
단순개봉 판매합니다.
에눌안받아요 채팅주세요~",https://media.bunjang.co.kr/product/170073376_{cnt}_1637045318_w{res}.jpg,5,170073376,https://m.bunjang.co.kr/products/170073376
650,Applewatch6 애플워치6 40mm 실버 풀박,"애플워치,애플워치6,애플워치640,애플워치6실버",서울특별시 마포구 아현동,"구매했을 당시 그대로 보관해놨습니다
보호필름 앞면 뒷면 씌워놓았습니다
원하시면 떼드리겠습니다.

직거래 충정로
택배 4000원",https://media.bunjang.co.kr/product/170392861_{cnt}_1637311240_w{res}.jpg,7,170392861,https://m.bunjang.co.kr/products/170392861
651,애플워치3 38mm,"애플워치,애플워치3,애플워치338mm",서울특별시 마포구 아현동,"액정에 금간게 있고 깨진것도 있으니
자세히 보시고 연락주세요 
액정보호 필름 전면 후면에 붙인 상태입니다 

배터리성능 98%

액정보호 케이스 끼면 그닥 티는 안납니다 
입문용 으로 추천드려요 

충정로 직거래
택배 4000",https://media.bunjang.co.kr/product/170392652_{cnt}_1637311140_w{res}.jpg,7,170392652,https://m.bunjang.co.kr/products/170392652
652,애플워치4 40mm 로즈골드 LTE,"애플워치,애플워치4",경상북도 포항시 남구 오천읍,"애플워치4 40mm 셀룰러 로즈골드

구성품 : 
애플워치 기기
충전기
박스x
스트랩 2개, 보호필름

배터리 성능은 100%이며 애플워치4부터 심전도도 가능하네요! 박스만 없지 기기 상태는 너무나도 좋습니다!
보호 필름으로 껴서 기기에는 거의 기스가 없습니다
​
배터리 성능 100%
심전도 가능
셀룰러 가능

포항 지역 직거래
택배 거래",https://media.bunjang.co.kr/product/170024164_{cnt}_1637554197_w{res}.jpg,6,170024164,https://m.bunjang.co.kr/products/170024164
653,애플워치 se 44mm,"애플워치,애플워치se",,"애플워치 se 44mm 입니다.
스트랩 가방과 스트랩 그리고 케이스도 같이 드립니다.
기스 전혀 없고 배터리 성능 100% 입니다.
구매한지 3개월 정도 됐고 실사용 한달 입니다.
박스는 없고 충전기는 있습니다.",https://media.bunjang.co.kr/product/170592809_{cnt}_1637487123_w{res}.jpg,4,170592809,https://m.bunjang.co.kr/products/170592809
654,애플워치se 40mm,"애플워치se,애플워치,애플워치se40,애플워치se44",,상태 좋아요 ! 풀박 스트랩 남은거 다 드려요 스그에요,https://media.bunjang.co.kr/product/169968455_{cnt}_1637556973_w{res}.jpg,1,169968455,https://m.bunjang.co.kr/products/169968455
655,애플워치6 미개봉 44mm 레드 GPS 팝니다,"시계,워치,애플,시리즈6,7",경상북도 구미시 광평동,"미개봉 이구요
44mm 시리즈6 입니다
경북구미 직거래가능 
택배가능 퀵거래가능 ",https://media.bunjang.co.kr/product/165978646_{cnt}_1637136110_w{res}.jpg,2,165978646,https://m.bunjang.co.kr/products/165978646
656,[미개봉]애플워치se44mm gps 스페이스그레이 ,"애플워치,애플워치se,애플워치se44,애플",부산광역시 부산진구 개금제2동,"미개봉 세상품 
44mm입니다
지인에게 선물받았는데 안써서 판매합니다",https://media.bunjang.co.kr/product/170472479_{cnt}_1637396491_w{res}.jpg,3,170472479,https://m.bunjang.co.kr/products/170472479
657,애플워치 42/44mm 가죽 스트랩,"애플워치,애플워치스트랩,애플워치가죽스트랩,애플워치44mm스트랩,애플워치44스트랩",,시착해봤는데 제 스탈이 아니라 팔아용,https://media.bunjang.co.kr/product/170283139_{cnt}_1637220698_w{res}.jpg,1,170283139,https://m.bunjang.co.kr/products/170283139
658,애플 usb 어댑터 완전 새상품 (택포O),"애플,애플어댑터,애플워치",,제가 c타입인줄알고 샀다가 어제 usb 어댑터인 거 보고 바로 다시 넣은 완전 새상품 입니다🥲,https://media.bunjang.co.kr/product/169896523_{cnt}_1637553637_w{res}.jpg,3,169896523,https://m.bunjang.co.kr/products/169896523
659,애플워치4 스뎅 40미리 판매,애플워치4,대구광역시 달서구 본동,"보호필름부착


나이키정품줄

충전케이블 충전기 풀박스
",https://media.bunjang.co.kr/product/167522406_{cnt}_1637192945_w{res}.jpg,6,167522406,https://m.bunjang.co.kr/products/167522406
660,애플워치7 미드나잇 45 -> 41 사이즈 교환 ,애플,경기도 군포시 산본1동,"
11.20 개봉품입니다
박스는 버렸습니다

45 -> 41 사이즈 교환 합니다
*교환희망 컬러 미드나잇, 스타라이트

직거래는 수리산역-금정역

택배거래시 택배는 선물품 확인 후 후발송 합니다

교환 및 가격조정 문의에는 답하지 않겠습니다",https://media.bunjang.co.kr/product/170660180_{cnt}_1637572168_w{res}.jpg,2,170660180,https://m.bunjang.co.kr/products/170660180
661,갤럭시워치4 블랙 44mm  lte 하루사용 팝니다,"갤럭시워치4,워치4,44,블랙,lte",경상북도 경산시 압량면,"하루 사용후 풀박스 방치중

사무직한텐 필요없어서 판매합니다

강화필름 + 케이스 + 거치대 악세사리까지 포함해서 

풀박스 

제조년일 2021.09 따끈따끈한 최신제품

영남대역 외 택배 

얼른 가져가세요~ ",https://media.bunjang.co.kr/product/170527029_{cnt}_1637476684_w{res}.jpg,3,170527029,https://m.bunjang.co.kr/products/170527029
662,애플워치5 스테인리스 44미리 gps+셀룰러 실버색상 급처,"애플워치스테인리스,애플워치544mm,애플워치544mm스테인리스실버,애플워치,애플워치밀레니즈루프정품",,"

애플워치5 44미리 gps+셀룰러모델 실버색상 팝니다
스테인리스 스틸이고 밀레니즈루프 줄 입니다
가로수길 애플매장에서 구입했었어요~
사용하기 전 케이스 껴서 사용했지만 생활기스는 조금 있어요
케이스 박스 충전기 다 드립니다 



그 외 택배거래



택배비3000원추가
상점에서 3개이상 구매시 무료배송
교신,에눌문의는 신고합니다 
교환,환불 불가 신중하게 구매해주세요 ",https://media.bunjang.co.kr/product/168714784_{cnt}_1636533998_w{res}.jpg,8,168714784,https://m.bunjang.co.kr/products/168714784
663,"워치4 삼성 정품 S/M 스트랩 화이트, 실버","갤럭시워치,갤럭시워치4,워치4,스트랩,스포츠밴드",서울특별시 서초구 방배본동,"사진상 나와있는 네이비 색상은 팔렸습니다.
갤럭시워치4 스포츠밴드 정품 스트랩 2종 팝니다.

좌측부터,
스포츠밴드 화이트 20mm S/M(2회 착용, 사용감 없음. 박스x) -> 17,000원
스포츠밴드 실버 20mm S/M(미개봉) -> 20,000원

택배는 착불이고, 번개페이 가능합니다.
감사합니다.

직거래 - 방배본동 인근",https://media.bunjang.co.kr/product/166609583_{cnt}_1635412062_w{res}.jpg,1,166609583,https://m.bunjang.co.kr/products/166609583
664,갤럭시 액티브2 40mm,파름신오신날,경기도 수원시 영통구 매탄2동,"클라우드 실버 색상입니다!
사진에 보이는것과 스트랩 줄도 다 드립니다!
액정에 멍이 있어서 저렴히 판매합니다!
사용하시는데에는 불편함 없습니다!
편하게 채팅주세요~~😀",https://media.bunjang.co.kr/product/170447160_{cnt}_1637467742_w{res}.jpg,5,170447160,https://m.bunjang.co.kr/products/170447160
665,갤럭시워치3 41mm,"워치3,갤럭시워치3,41mm,갤럭시워치",경기도 파주시 운정3동,"갤럭시워치3 41mm 실버(블루투스) 제품 입니다.

구매 : 21년 2월

특징 : 충전기 포함이며, 특별한 잔기스 없고(사진참조), 사진에 있는 스트랩(검정,실버색) 및 베젤링커버 추가로 드립니다.
가격 : 150,000원",https://media.bunjang.co.kr/product/170310598_{cnt}_1637288463_w{res}.jpg,4,170310598,https://m.bunjang.co.kr/products/170310598
666,애플워치 충전기 새상품 팝니다,애플워치,부산광역시 서구 암남동,애플워치 충전기 새상품 팝니다 부산직거래 택배거래 가능합니다 택배시 +2500원 입니다,https://media.bunjang.co.kr/product/157000137_{cnt}_1624181254_w{res}.jpg,1,157000137,https://m.bunjang.co.kr/products/157000137
667,애플워치 se 판매해요 ,워치,경기도 안산시 단원구 고잔동,"액정기스있어요 심하지않아요 

기능모두정상입니다 

셀룰러입니다 

",https://media.bunjang.co.kr/product/169707254_{cnt}_1636712716_w{res}.jpg,7,169707254,https://m.bunjang.co.kr/products/169707254
668,갤럭시워치 3세대 gps 판매해요 ,갤럭시,경기도 안산시 단원구 고잔동,"액정기스없어요 테두리찍힘 없어요 

gps입니다

실버",https://media.bunjang.co.kr/product/168546082_{cnt}_1635659505_w{res}.jpg,2,168546082,https://m.bunjang.co.kr/products/168546082
669,우영미 갤럭시워치 40mm,"우영미,#파름신오신날",,배송지 변경,https://media.bunjang.co.kr/product/170527399_{cnt}_1637419543_w{res}.jpg,2,170527399,https://m.bunjang.co.kr/products/170527399
670,갤럭시워치4 블랙 44mm 새재품 판매합니다,"갤럭시워치,워치,갤럭시워치4,갤럭시워치44mm,스마트워치",충청남도 당진시 당진3동,"구매일자 2021년 11월 6일
구매하고 애플워치로 갈아타서 한번도 사용안한 제품입니다 박스 뜯기만 했어요 충전기 또한 새것 입니다.
채팅주세요!",https://media.bunjang.co.kr/product/169377103_{cnt}_1637552508_w{res}.jpg,4,169377103,https://m.bunjang.co.kr/products/169377103
671,애플워치6 44mm 셀룰러 검정 나이키에디션(풀박스),"애플워치,애플워치6,아이폰,웨어러블,나이키",경상남도 창원시 진해구 여좌동,"애플워치6 44mm 나이키 검정 셀룰러 모델입니다.


올린 사진은 지금 찍은 실착입니다. 혐짤 죄송합니다.

사진 요청하시면 실시간으로 찍어 보내드리겠습니다.

케이스 항상껴서 하자는 없습니다.

구매하시면 지금 사용중인 케이스,스트랩 같이 보내드리겠습니다.

가격 마음에 안드시는분 제시해보세요 고고고",https://media.bunjang.co.kr/product/170373846_{cnt}_1637574989_w{res}.jpg,1,170373846,https://m.bunjang.co.kr/products/170373846
672,갤럭시 워치 기어 S2 46mm 블랙,"갤럭시워치,삼성워치,스마트시계,스마트워치",대구광역시 남구 대명6동,"애플로 갈아타면서 판매합니다.
거치대도 같이 드립니다.
시계줄 교환한지 얼마 안되었습니다.
택배비 포함 5만원

박스는 따로 없이 구성품만 있습니다.",https://media.bunjang.co.kr/product/170659117_{cnt}_1637552475_w{res}.jpg,6,170659117,https://m.bunjang.co.kr/products/170659117
673,애플정품 애플워치 마그네틱 충전 케이블(1m)- 신품,"애플워치,워치,워치충전기,애플워치충전기1m",경기도 수원시 팔달구 인계동,"애플 스토어에서 별도 구매한 워치 마그네틱 충전 케이블 입니다. (구입가격 3만 9천원)
미사용 신품이며, 길이는 1미터 입니다. 
정품이 아니거나 벌크 수입된 케이블이면 그냥 드립니다. 

판매가격 37000원",https://media.bunjang.co.kr/product/160192967_{cnt}_1636759598_w{res}.jpg,2,160192967,https://m.bunjang.co.kr/products/160192967
674,애플워치6 실버 셀룰러,"애플워치6,애플워치6셀룰러,워치",인천광역시 서구 검단2동,"애플워치6 셀룰러 판매합니다.

박스와 스트랩 긴 것은 잃어버렸습니다.

생활기스는 있지만

상태 좋아요

네고 가능하니 쳇 주세요

*워치 실버부분 테두리 기스는 찾기 어렵습니다~^^
",https://media.bunjang.co.kr/product/170642168_{cnt}_1637530868_w{res}.jpg,2,170642168,https://m.bunjang.co.kr/products/170642168
675,갤럭시 워치 4 44mm 판매합니다 사은품 다드려요,"갤럭시워치,갤럭시,애플,애플워치,삼성",경기도 안산시 단원구 선부3동,"갤럭시 워치 4 44mm 판매합니다
하자는 일절없습니다 사진에 빛 비춰서 까진것처럼 보이는데 하자 하나도 없습니다 
구매시 알리에서 구매한 스트랩과
삼성 정품 스트랩 같이 드립니다",https://media.bunjang.co.kr/product/168470606_{cnt}_1637498048_w{res}.jpg,6,168470606,https://m.bunjang.co.kr/products/168470606
676,애플워치 44mm gps,"애플워치se44m,애플워치se44스,애플워치se44미",충청남도 천안시 서북구 불당동,"애플워치 se 44와이파이 스그 s급 
문의주세요 보증기간 22년7월",https://media.bunjang.co.kr/product/169972217_{cnt}_1637502618_w{res}.jpg,10,169972217,https://m.bunjang.co.kr/products/169972217
677,(셀룰러) 애플워치 SE 44mm 스페이스그레이,"애플워치se,애플워치,44mm,셀룰러",경기도 용인시 기흥구 서농동,"애플워치 SE 44mm 스페이스그레이
GPS+셀룰러 모델 판매합니다.
정가 459,000원
상위 모델을 사게 되어 싸게 판매합니다.

셀룰러 : 통신사에서 가입하시면 애플워치 단독으로 사용 가능합니다. 셀룰러 모델은 용두가 빨간색입니다.

화면 및 외장 흠집 없으며, 상태 A+급입니다.
배터리 성능상태 95%
풀박스 구성입니다.(박스, 충전기, 기본 스트랩)
밀레니즈스트랩 및 가죽스트랩(사용감 있음), 투명케이스도 필요하시면 같이 드립니다.

직거래 원합니다.",https://media.bunjang.co.kr/product/168739229_{cnt}_1637553387_w{res}.jpg,5,168739229,https://m.bunjang.co.kr/products/168739229
678,애플워치 SE 40 (스페이스그레이),"애플,애플워치,애플워치se,애플워치se40,애플워치se나이키",서울특별시 송파구 석촌동,"구매한지 1달 되었습니다.
일주일 착용했습니다. 
필름도 (15,000원) 부착해서 사용했어요. 
",https://media.bunjang.co.kr/product/166874194_{cnt}_1637216838_w{res}.jpg,1,166874194,https://m.bunjang.co.kr/products/166874194
679,갤럭시워치3 45mm. LTE 판매해요,"워치,갤럭시워치,갤럭시워치3",경기도 시흥시 정왕4동,"아이폰으로 기변을 하게되어서 판매합니다
갤럭시 워치3 45mm LTE 제품이구요
통신사 어디든 개통가능합니다
생활기스는 있지만 케이스랑 보호필름 붙히고 사용해서 상태좋습니다 연락주세요 충전기 풀박입니다",https://media.bunjang.co.kr/product/169341206_{cnt}_1637284134_w{res}.jpg,11,169341206,https://m.bunjang.co.kr/products/169341206
680,애플워치 3세대 38mm 스페이스그레이 (풀박스),"애플워치,애플워치3,스페이스그레이,38mm,애플워치338mm",서울특별시 송파구 잠실본동,"2021년 1월 구매

상태 s급 (기스 전혀 없어요)
초기화 완료
사진에 있는 애플워치 액정, 전신필름 같이드려요

현재 액정필름은 부착되어있고 전신필름은 제거
박스 풀구성

gs25 반값택배, 일반택배 가능

직거래는 분당선 가능",https://media.bunjang.co.kr/product/170658783_{cnt}_1637552219_w{res}.jpg,1,170658783,https://m.bunjang.co.kr/products/170658783
